evaluation,target,model,folds,rows,features,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std
kfold,openroad_synth_chip_area,linear_regression,5,18,66,15140.290672863344,14242.465766523028,19631.424244543363,18629.553860845004,-3.6442124072694093,4.890224769537289
kfold,openroad_synth_chip_area,random_forest,5,18,66,10520.152015333328,5427.295379911001,12337.87305394529,7046.853377269692,-0.7688037118266106,1.1546053848784426
kfold,openroad_synth_chip_area,gradient_boosting,5,18,66,10179.232459147748,5194.9602463044,12646.586776471968,6613.0142009125375,-1.3489741071777355,2.1271600411605056
kfold,openroad_critical_path_delay,linear_regression,5,18,66,2.6503583982605967,2.5201446527204365,3.175757259545625,2.9628711520842055,-132.0532104908425,173.40949682834707
kfold,openroad_critical_path_delay,random_forest,5,18,66,1.2666296666666677,0.651937768871812,1.3461671408491136,0.6289834854355849,-73.8003930546458,151.6984524852583
kfold,openroad_critical_path_delay,gradient_boosting,5,18,66,1.1402794249149777,0.8046563724097883,1.2861629774871826,0.822084624480377,-88.44674850856936,183.92500066102286
kfold,openroad_total_power,linear_regression,5,18,66,0.0561901586116544,0.04541026144012335,0.06690055647836209,0.05673973798058702,-144.5336208566126,192.84291405975125
kfold,openroad_total_power,random_forest,5,18,66,0.04411471833333337,0.036614204159018296,0.056545001698291575,0.05683332771186114,-148.58177588851598,267.6553596272427
kfold,openroad_total_power,gradient_boosting,5,18,66,0.05081959321818082,0.055890942919531034,0.06636809167457211,0.06707417456757532,-97.12905749804762,134.34915805123413
